segment_name,recency,frequency,monetary,ticket_count,return_rate,churn_next_60d
At Risk,176.24865831842575,1.8246869409660107,1377.7490697674418,0.4275491949910555,0.05336911150864639,0.851520572450805
Champions,20.65406976744186,6.375,4920.766366279069,1.4563953488372092,0.06616507684821639,0.10465116279069768
Discount Sensitive,38.80281690140845,1.5211267605633803,1215.8439436619717,1.1971830985915493,0.8051643192488263,0.6197183098591549
Dormant,37.18395061728395,1.7728395061728395,1320.552061728395,0.3802469135802469,0.016152263374485595,0.2802469135802469
Loyal,115.58441558441558,5.487012987012987,4058.9225649350647,1.2792207792207793,0.06466587840370308,0.5584415584415584
